0,1000000,1000000,1000000,1000000,1002309.0834885129,60054.13,60192.8,-0.14544428884983063,-8.760120391845703,-12.142106056213379,-0.14237581193447113,-14.566927909851074,-15.788115501403809,"sold","sold","sold","sold"
1,1000000.0,1000000.0,1000000.0,1000000.0,1003211.4360827474,60192.8,60246.99,-154.13153076171875,-1.517450213432312,-2.208803176879883,0.4793594181537628,-1.5023057460784912,-15.85189151763916,"sold","sold","sold","sold"
2,1000000.0,1000000.0,1000000.0,1000000.0,999701.6025375774,60247.03,60036.21,-12.419178009033203,-10.361825942993164,-325.4459533691406,-664.5526733398438,-9.216473579406738,-222.22816467285156,"sold","sold","sold","sold"
3,1000000.0,1000000.0,1000000.0,1000000.0,1001526.955764741,60036.21,60145.83,-197.6859893798828,-10.563382148742676,-5354.455078125,-128.19085693359375,-10.518263816833496,258.3997497558594,"sold","sold","sold","sold"
4,1000000.0,1000000.0,1000000.0,1000000.0,1002166.2123820627,60143.94,60184.22,-330.7943420410156,-12.884305000305176,-7.9601287841796875,756.4840698242188,-10.945964813232422,-12.838346481323242,"sold","sold","sold","sold"
5,1000000.0,1000000.0,1000000.0,1000000.0,1002147.3960242202,60184.22,60183.09,-1590.7530517578125,15.181159019470215,-11.51872730255127,346.8539123535156,13.455109596252441,-13.214627265930176,"sold","sold","sold","sold"
6,999000.0,999000.0,1000000.0,1000000.0,1003544.1359320334,60183.1,60266.97,11.34796142578125,120.43952178955078,-14.853630065917969,13.49059772491455,320.255615234375,-13.16207218170166,"bought","bought","sold","sold"
7,999000.0,999000.0,1000000.0,1000000.0,1004842.4646231659,60268.19,60344.94,-11.44283676147461,-10.25888442993164,-9.248207092285156,-12.373430252075195,-13.992091178894043,-11.506882667541504,"bought","bought","sold","sold"
8,998397.2728494564,998397.2728494564,1000000.0,1000000.0,1003942.6097755476,60344.94,60290.9,-0.15033014118671417,-12.676438331604004,-17.965715408325195,-0.14401839673519135,-13.190876007080078,-16.154346466064453,"sold","sold","sold","sold"
9,998397.2728494564,998397.2728494564,1000000.0,1000000.0,1004137.1009787337,60284.64,60302.58,-21.844249725341797,-14.687844276428223,-10.616435050964355,-21.227245330810547,-10.659958839416504,-8.414384841918945,"sold","sold","sold","sold"
10,998397.2728494564,998397.2728494564,1000000.0,1000000.0,1005605.276439772,60302.58,60390.75,-8.846925735473633,-10.42849349975586,-7.8345136642456055,-9.686029434204102,-13.002943992614746,-6.057419300079346,"sold","sold","sold","sold"
11,998397.2728494564,998397.2728494564,1000000.0,1000000.0,1003788.5820675448,60390.81,60281.65,-8.892064094543457,-11.773412704467773,-13.6502685546875,-7.885464191436768,-12.909024238586426,-12.285351753234863,"sold","sold","sold","sold"
12,998397.2728494564,998397.2728494564,1000000.0,1000000.0,1004087.6455957318,60281.64,60299.61,-20.30289649963379,-1.12411630153656,-2156.899169921875,-16.14137077331543,-1.0547343492507935,1487.0506591796875,"sold","sold","sold","sold"
13,998397.2728494564,998397.2728494564,1000000.0,1000000.0,1004210.7012456929,60299.61,60307.0,521.6848754882812,-3.2352840900421143,-12.306659698486328,-611.3447265625,-3.1802220344543457,-14.432866096496582,"sold","sold","sold","sold"
14,998397.2728494564,998397.2728494564,1000000.0,1000000.0,1004851.9560603077,60307.0,60345.51,398.5536193847656,-49.18423843383789,-18.001853942871094,-66.89681243896484,19.790773391723633,-28.932584762573242,"sold","sold","sold","sold"
15,998397.2728494564,998397.2728494564,1000000.0,1000000.0,1004923.3916135328,60345.52,60349.8,-0.16542790830135345,-18.45827865600586,-11.494595527648926,-0.16899177432060242,-19.617406845092773,-14.28494930267334,"sold","sold","sold","sold"
16,997398.8755766071,998397.2728494564,1000000.0,1000000.0,1005860.3796275128,60349.8,60406.07,146.98658752441406,-113.99474334716797,-23.793493270874023,220.14309692382812,2.1164798736572266,-22.792648315429688,"bought","sold","sold","sold"
17,995943.0791089089,998397.2728494564,1000000.0,1000000.0,1005397.6304377401,60406.06,60378.28,-21.01602554321289,-19.487577438354492,-19.79132080078125,-12.630626678466797,-13.608593940734863,-21.53267478942871,"sold","sold","sold","sold"
18,995943.0791089089,998397.2728494564,1000000.0,1000000.0,1004137.2674951748,60378.28,60302.59,-21.500850677490234,-17.317026138305664,-27.83169174194336,-21.405826568603516,-21.049165725708008,-15.24914264678955,"sold","sold","sold","sold"
19,995943.0791089089,998397.2728494564,1000000.0,1000000.0,1003109.8610536861,60299.6,60240.89,-27.685976028442383,-16.31301498413086,-21.86566162109375,-17.416574478149414,-20.735240936279297,-19.271934509277344,"sold","sold","sold","sold"
20,995943.0791089089,998397.2728494564,1000000.0,1000000.0,1003987.5692146402,60245.75,60293.6,-1098.5567626953125,-14.689339637756348,-22.22301483154297,-275.0786437988281,-13.161425590515137,-10.128263473510742,"sold","sold","sold","sold"
21,995943.0791089089,998397.2728494564,1000000.0,1000000.0,1001598.391317966,60296.6,60150.12,0.03996531292796135,325.4732360839844,-22.64913558959961,0.043438564985990524,11.229866027832031,-19.51567840576172,"sold","sold","sold","sold"
22,995943.0791089089,998397.2728494564,1000000.0,1000000.0,999930.3961276269,60147.02,60049.95,-1164.0723876953125,-0.015477273613214493,-15.105581283569336,-223.25433349609375,-0.03308210149407387,-14.313460350036621,"sold","sold","sold","sold"
23,995943.0791089089,998397.2728494564,1000000.0,1000000.0,998585.1098001088,60049.05,59969.16,-15.704627990722656,-6.650135517120361,357.25885009765625,10.55075454711914,-4.0146803855896,-31.078317642211914,"sold","sold","sold","sold"
24,995943.0791089089,998397.2728494564,1000000.0,1000000.0,995551.180243557,59967.26,59786.96,-9.004364013671875,-30.648225784301758,-20.5836238861084,-9.668386459350586,-10.259880065917969,-1.3123009204864502,"sold","sold","sold","sold"
25,995943.0791089089,998397.2728494564,1000000.0,1000000.0,995813.6101547055,59783.85,59802.72,-8.111724853515625,-3.7036941051483154,-9.617976188659668,-9.066213607788086,-10.250112533569336,-1.0507149696350098,"sold","sold","sold","sold"
