cur_index, vanilla, stacked, bidirectional, all_models, no_models
294,1046132.9777276193,1043481.3527780075,1049115.0795026794,1063016.5887631606,1065015.1022955284
295,1045561.5077954676,1042911.3313461539,1049115.0795026794,1062435.895839039,1066081.5778463017
296,1046950.1057733123,1044296.4096557332,1049115.0795026794,1063846.9044937687,1066429.5363641083
297,1046950.1057733123,1044296.4096557332,1049115.0795026794,1063846.9044937687,1065222.7779468817
298,1045765.3900377884,1043114.6968097744,1047927.9139097744,1062643.0685506877,1065630.7995207172
299,1046165.958678583,1043514.2501324167,1048329.310880954,1063050.1019959273,1065835.2175147943
300,1048740.0719301568,1046081.838799577,1048530.4099623235,1063254.0249395503,1068252.8064208424
301,1047717.4625657329,1046081.838799577,1050908.7471059298,1065665.7590357442,1067211.1705067998
302,1047717.4625657329,1045061.8214349868,1049884.0231016607,1064626.6457094743,1066496.5219418488
303,1047717.4625657328,1044877.9950061066,1049699.3484472558,1064439.377826984,1067023.4480062628
304,1047717.4625657328,1044877.9950061066,1049699.3484472558,1064439.377826984,1066758.7633525773
305,1047457.5669333943,1044618.8037289432,1049438.9611905026,1064175.3341748826,1065603.5166410294
306,1046323.2224580955,1043487.5334930783,1048302.4709637194,1063022.8851887106,1064973.7707688375
307,1045704.8707728471,1042870.8576313353,1047682.9495905365,1062394.664407211,1064553.9401873765
308,1045292.636316015,1042459.7403901734,1047269.935341748,1061975.8505528776,1064439.5149755522
309,1045180.2814349579,1042347.6900072766,1047157.3679276746,1061861.7024509693,1063075.3709911727
310,1043840.819329829,1042530.1207908185,1047340.640496851,1060500.8620901387,1064625.812251031
311,1045363.2079761807,1042530.1207908185,1047340.640496851,1062047.5485599483,1062009.7098547188
312,1042794.4395300909,1040053.2490706653,1044852.3398117389,1059437.7817246781,1062096.4449796956
313,1043041.940139964,1040215.1439299396,1045014.9816982648,1059689.2325256793,1062261.7710864593
314,1043041.940139964,1040215.1439299396,1045014.9816982648,1059689.2325256793,1061384.646864861
315,1042180.6859983377,1040213.1501508845,1045012.9787193667,1058814.2324847155,1062259.7350506617
316,1043039.9409427921,1041480.1967404017,1046285.8718091104,1059687.2014206632,1063553.6358000245
317,1044507.7515063528,1041676.9827331404,1046285.8718091104,1060977.9686584359,1063754.592533246
318,1045064.927758143,1041676.9827331404,1046483.5658263532,1061178.4387235313,1064322.0357100319
319,1045064.927758143,1042232.6489557973,1047041.7960452542,1061744.5076915366,1063536.9403064845
320,1044524.9446020306,1041694.1292330142,1046500.7914448768,1061195.9062266704,1063772.102441105
321,1044524.9446020306,1042978.7210782164,1047791.3107489239,1061195.9062266704,1065083.9203054868
322,1046167.0851589752,1042978.7210782164,1048146.0383117776,1062504.5471885854,1065444.5022452385
323,1046252.0510387783,1043416.5549587167,1048146.0383117776,1062864.2558869482,1065531.0337666357
324,1046252.0510387783,1043574.4622598807,1048389.8008436767,1062950.5778501353,1065692.287801804
325,1046410.3874547875,1043574.4622598807,1049057.594008304,1063111.4413674155,1066371.1021367179
326,1047076.919791877,1044239.1881968519,1049057.594008304,1063788.6117798048,1066247.5147638046
327,1046955.5685235468,1044118.1658082071,1048936.0131891891,1063665.3237053237,1065732.6013105963
328,1046449.9715587898,1044242.1788654344,1049060.598476651,1063151.6572467356,1066374.156190414
329,1047079.9185876347,1044242.1788654344,1049060.598476651,1063791.6584373289,1065891.2084992279
330,1046605.7090184757,1044573.7443222979,1049393.6938674054,1063309.8803274948,1066712.748943552
331,1047412.3850773108,1044573.7443222979,1049393.6938674054,1064129.4312015173,1066467.2030263634
332,1047171.2818983876,1045826.4357026184,1049152.1346122941,1063884.4799365676,1067991.9902351722
333,1048788.2325709672,1045826.4357026184,1050652.1655090828,1065405.5744831737,1068113.9487794475
334,1048788.2325709672,1045945.863068019,1050772.143945079,1065527.2376736419,1067743.3902642876
335,1049495.9483697966,1046651.6608535252,1051481.1984750072,1066246.2488493642,1068834.7054517912
336,1049495.9483697966,1046136.6677235923,1051481.1984750072,1066246.2488493642,1068308.797405276
337,1048979.5557403117,1046136.6677235923,1050963.8290256273,1065721.614423689,1068066.1019382044
338,1048741.251437429,1046136.6677235923,1051342.7926331484,1065479.5067057621,1068694.0153781783
339,1049357.8038452228,1046136.6677235923,1051342.7926331484,1066105.8994927472,1068371.3037042618
340,1049040.931093487,1046136.6677235923,1051025.3204777993,1065783.969347685,1067457.5308383072
341,1048176.2783166687,1046136.6677235923,1050159.0321043702,1064905.5164281938,1067490.7182218076
342,1048176.2783166687,1046136.6677235923,1050159.0321043702,1064905.5164281938,1067039.1254819043
343,1047732.8563839559,1045694.1086305466,1049714.771384771,1064455.0173356084,1066882.9615362298
344,1047579.5179608762,1046199.1208327551,1050221.7253438807,1064299.2315808686,1067554.446142272
345,1048238.8531881471,1047336.8448853007,1051363.8239115784,1064969.0900151997,1068715.393754053
346,1049378.795415527,1047336.8448853007,1051363.8239115784,1066127.226095417,1068124.5361655948
347,1048798.6283962608,1046757.8067933177,1050782.5594353492,1065537.7994197258,1067843.970432688
348,1048523.1390259819,1046626.7151232857,1050650.9637217438,1065257.9131484984,1067990.7686136938
349,1048667.2811420711,1046626.7151232857,1050650.9637217438,1065404.3558201639,1067964.503751905
350,1048641.4914985546,1046600.9756629597,1050625.1252939585,1065378.1545654554,1067188.7741130264
351,1047879.7973760857,1045840.7636951943,1049861.9903337816,1064604.3035542965,1067049.305660892
352,1047742.852369815,1045704.0851655566,1049724.7862792616,1064465.1728606892,1066663.4768772505
353,1047364.0045057525,1045325.974488676,1049345.2217780713,1064080.2784601261,1066514.846264027
354,1047730.6572670669,1045691.9137928444,1049712.568107983,1064452.7831200906,1067036.8858425268
355,1047730.6572670669,1046873.335068734,1050898.5319135494,1064452.7831200906,1068242.4226382747
356,1048914.38191251,1046873.335068734,1050898.5319135494,1065655.4004001617,1068152.8370631812
357,1049662.081654776,1047619.5798874855,1051647.6460214395,1066415.0336762075,1069003.9000265703
358,1051709.6593981686,1047619.5798874855,1053699.0970088753,1066415.0336762075,1071089.207890453
359,1051198.4646813306,1049663.1733189432,1053699.0970088753,1068495.2914337635,1070568.5935370114
360,1051198.4646813306,1050586.601399473,1053186.9353046308,1067975.9378811303,1072031.4852575737
361,1051198.4646813306,1050586.601399473,1054626.0756429168,1069435.2868352446,1070731.6800043979
362,1051198.4646813306,1049312.7974093903,1053347.3739143687,1068138.629392925,1069937.015232602
363,1051198.4646813306,1048534.0290865062,1051642.6385741942,1067345.8891051158,1068998.8099370762
364,1051198.4646813306,1047614.5916199804,1051642.6385741942,1066409.955913667,1068599.7469207502
365,1051198.4646813306,1048146.1414053156,1051642.6385741942,1066951.0422899735,1069541.209873552
366,1051198.4646813306,1048146.1414053156,1051642.6385741942,1066951.0422899735,1069393.1900710678
367,1052262.458892075,1049207.0461382838,1051497.0958553082,1066803.3809552982,1070623.7701071259
368,1052262.458892075,1049207.0461382838,1052707.082365552,1068030.9808270682,1071158.8403147303
369,1052788.352588866,1050923.209690712,1053233.1982737123,1068564.7552253164,1072374.9644966258
370,1053983.6201120513,1050923.209690712,1054574.7137609962,1069777.9342514717,1072523.1879026897
371,1054129.3014709796,1051068.4680404582,1054574.7137609962,1069925.7986966483,1073805.0760408468
372,1058319.8417694939,1052324.713328923,1055835.1497418857,1071204.5824148257,1076786.8504664048
373,1058319.8417694939,1053839.151343448,1058767.024732376,1074179.1357109991,1075350.427211211
374,1056908.0533254836,1053839.151343448,1057354.6397506136,1072746.1911220949,1076514.6324802681
375,1058052.2923506927,1053839.151343448,1058499.3622631177,1073907.576970338,1074708.057917074
376,1055593.3190835067,1053839.151343448,1056723.0203859843,1072105.3774894949,1074012.7516922003
377,1055593.3190835067,1053839.151343448,1056039.349980213,1071411.7551264747,1074320.6003047945
378,1055593.3190835067,1053839.151343448,1056342.0468040858,1071718.8582049187,1074823.2975432174
379,1056072.049297082,1053839.151343448,1056821.116578906,1072204.9016352869,1074807.8236711556
380,1056072.049297082,1053839.151343448,1056821.116578906,1072204.9016352869,1074090.5282596678
381,1056072.049297082,1053839.151343448,1056821.116578906,1072204.9016352869,1073972.641786988
382,1056072.049297082,1053839.151343448,1056821.116578906,1072204.9016352869,1073353.0760937838
383,1056072.049297082,1053839.151343448,1056821.116578906,1072204.9016352869,1073923.7769278458
384,1056072.049297082,1053839.151343448,1056821.116578906,1072204.9016352869,1075428.000175099
385,1057551.2679916073,1053839.151343448,1056821.116578906,1072204.9016352869,1075361.4218045182
386,1054597.0352036103,1053839.151343448,1056821.116578906,1072204.9016352869,1072423.8293557677
387,1054597.0352036103,1053839.151343448,1056821.116578906,1072204.9016352869,1074006.0327740682
388,1054597.0352036103,1053931.8494788029,1056821.116578906,1072204.9016352869,1074100.504835076
389,1054597.0352036103,1052495.8275026581,1056914.0770148376,1072204.9016352869,1072637.0023037745
390,1053160.1068867762,1052495.8275026581,1055473.9916409675,1072204.9016352869,1076003.1802879157
391,1055387.665628357,1051422.3795240254,1058786.3082083287,1072204.9016352869,1074905.7569930195
392,1055387.665628357,1051422.3795240254,1057706.4445236935,1072204.9016352869,1074917.158793486
393,1055387.665628357,1051422.3795240254,1057717.6638866507,1072204.9016352869,1075670.0848314313
394,1055387.665628357,1051422.3795240254,1058458.5425333634,1072204.9016352869,1076692.9892161363
395,1055387.665628357,1051422.3795240254,1059465.0796672425,1072204.9016352869,1076589.5585976192
396,1055387.665628357,1051422.3795240254,1059820.4930580668,1072204.9016352869,1077054.1819666272
397,1055387.665628357,1051422.3795240254,1059820.4930580668,1072204.9016352869,1074756.108361897
398,1055387.665628357,1049178.9956179392,1057559.1903848795,1072204.9016352869,1075161.4830891956
399,1055387.665628357,1049574.7232122528,1057958.0788071633,1072204.9016352869,1075456.3010726853
400,1055387.665628357,1049862.5250990263,1058248.179477915,1072204.9016352869,1078895.1655348004
401,1055387.665628357,1052042.7038946194,1060445.7721971665,1072204.9016352869,1077689.6287390525
402,1055387.665628357,1052042.7038946194,1060445.7721971665,1072204.9016352869,1077278.9603186804
403,1055387.665628357,1052042.7038946194,1060445.7721971665,1072204.9016352869,1078435.021444547
404,1055387.665628357,1052042.7038946194,1060445.7721971665,1072204.9016352869,1079572.147437496
405,1055387.665628357,1052259.7964633408,1060445.7721971665,1072204.9016352869,1078657.5601572227
406,1055387.665628357,1052259.7964633408,1060445.7721971665,1072204.9016352869,1079325.583502409
407,1055387.665628357,1052259.7964633408,1060445.7721971665,1072204.9016352869,1078691.765558622
408,1055387.665628357,1051641.8725016387,1059045.6775454192,1072204.9016352869,1077900.5620476818
409,1055387.665628357,1050870.5096634845,1059045.6775454192,1072204.9016352869,1077728.3134192065
410,1055387.665628357,1050702.5804403557,1059045.6775454192,1072204.9016352869,1078190.900752417
411,1055249.3531918642,1051153.5676684275,1059045.6775454192,1072204.9016352869,1078049.5998680647
412,1055249.3531918642,1050896.3143904428,1059045.6775454192,1072204.9016352869,1077927.0305130505
413,1055249.3531918642,1050896.3143904428,1059045.6775454192,1072204.9016352869,1079044.610562343
414,1055249.3531918642,1050896.3143904428,1059045.6775454192,1072204.9016352869,1079137.6573982923
415,1056873.5234989317,1050896.3143904428,1059045.6775454192,1072204.9016352869,1080705.40496243
416,1056873.5234989317,1050896.3143904428,1059045.6775454192,1072204.9016352869,1079173.8988354893
417,1055375.790380167,1050896.3143904428,1059045.6775454192,1072204.9016352869,1078074.8467119548
418,1054300.97472275,1050896.3143904428,1059045.6775454192,1072204.9016352869,1076356.8397059557
419,1053450.759299043,1050896.3143904428,1059045.6775454192,1072204.9016352869,1077205.4594263877
420,1053450.759299043,1050896.3143904428,1059045.6775454192,1072204.9016352869,1076005.0127201336
421,1052276.7850278073,1049725.1868138185,1059045.6775454192,1072204.9016352869,1072843.2527300694
422,1049481.2289273748,1046936.4094773523,1059045.6775454192,1072204.9016352869,1073146.4184603293
423,1048106.1498369484,1046936.4094773523,1059045.6775454192,1072204.9016352869,1071740.3321385197
424,1048106.1498369483,1045564.6647276632,1057658.0666698178,1070800.048932587,1072546.1951072023
425,1048106.1498369483,1048257.1060948853,1058453.3409017364,1071605.2048835407,1074500.178662141
426,1050015.6080868158,1048257.1060948853,1060381.6498465883,1073557.474125911,1073134.8130562832
427,1048681.3549844285,1046925.0875180803,1059426.6376120483,1072193.3064131532,1073532.4508475508
428,1049069.9318273994,1047313.0135962939,1059426.6376120483,1072590.5953399376,1076262.164041368
429,1050464.0731170548,1049976.0575955817,1062120.4833996515,1075317.9136407047,1074959.101130916
430,1050464.0731170548,1048704.8200632895,1061004.527592659,1074015.9939625582,1075131.3497593913
431,1047773.5150995083,1048872.8617745894,1058286.972265044,1074188.0914700131,1072377.6113431626
432,1047773.5150995083,1046186.3793332998,1058286.972265044,1071436.7690251803,1073881.0201760968
433,1047773.5150995083,1047653.069636182,1058286.972265044,1072938.858853842,1073634.2526374299
434,1047773.5150995083,1047094.91690716,1058286.972265044,1072692.3078147927,1073308.8941169763
435,1047773.5150995083,1047094.91690716,1058286.972265044,1072367.2347451558,1072918.1788474205
436,1047773.5150995083,1047094.91690716,1058286.972265044,1071976.8622666614,1070660.6223550623
437,1047773.5150995083,1047094.91690716,1058286.972265044,1069721.2864242727,1070139.3971908812
438,1047773.5150995083,1047094.91690716,1058286.972265044,1069200.5185530141,1069529.1972623463
439,1047773.5150995083,1047094.9169071601,1058286.972265044,1068590.8539787321,1070310.8314050378
440,1047773.5150995083,1047966.95869697,1058286.972265044,1069371.8023606704,1071202.207877219
441,1047773.5150995083,1047966.95869697,1058286.972265044,1070262.3967905024,1070885.8079142747
442,1047773.5150995083,1047657.4217071653,1058286.972265044,1069946.2744186525,1070280.290868074
443,1047773.5150995083,1047065.0388193411,1058286.972265044,1069341.2886182137,1071158.8403147303
444,1047773.5150995083,1047924.531812267,1058286.972265044,1070219.067276214,1070135.7323264456
445,1047773.5150995083,1048460.3455204874,1058286.972265044,1069196.8569039193,1071706.5339442797
446,1047773.5150995083,1048460.3455204874,1058286.972265044,1070766.280390935,1071509.6492826536
447,1047581.0272052507,1048267.7314476811,1058286.972265044,1070569.568464565,1073160.4671073325
448,1049239.17007926,1049926.9612578952,1058286.972265044,1072218.9379568167,1073205.667102039
449,1049239.17007926,1049926.9612578952,1058286.972265044,1072264.0982956525,1074476.3570433094
450,1050481.4833657774,1051170.088898417,1058286.972265044,1073533.673406795,1075037.8957162825
451,1051030.4819307853,1051635.7886938888,1058286.972265044,1074094.7194180964,1074952.382212784
452,1050946.8780883984,1051635.7886938888,1058286.972265044,1074009.280939218,1075584.9785350927
453,1051565.3474652949,1051635.7886938888,1058286.972265044,1074641.3222579681,1076521.5550019802
454,1052481.0085962003,1051635.7886938888,1058286.972265044,1075577.0770266359,1076533.7712167655
455,1052492.9520022555,1051635.7886938888,1058286.972265044,1075589.2825236185,1076020.8937993548
456,1051606.9503297207,1051635.7886938888,1057396.0931141053,1075076.8550752979,1075627.531683262
457,1051606.9503297207,1051635.7886938888,1057396.0931141053,1074683.8380724576,1074469.0273144383
458,1051606.9503297207,1051635.7886938888,1057396.0931141053,1073526.3501086053,1074592.003876612
459,1051606.9503297207,1051635.7886938888,1057396.0931141053,1073649.2187782305,1074841.4182618158
460,1051606.9503297207,1051635.7886938888,1057396.0931141053,1073898.4143416258,1075375.6740551011
461,1051606.9503297207,1053788.229142769,1057396.0931141053,1074432.2014096656,1077041.3549411027
462,1053235.8151432099,1055071.1274760207,1057396.0931141053,1076096.4209232465,1078352.561994745
463,1054518.0409589864,1055071.1274760207,1057396.0931141053,1077406.4775993812,1078373.7367670396
464,1055247.953977719,1055091.8450888558,1057396.0931141053,1077427.633794151,1079098.9727181382
465,1055247.953977719,1055801.423328459,1057396.0931141053,1078152.2334650194,1079826.8555157736
466,1054824.8592791902,1056513.5912696663,1057396.0931141053,1078879.477660234,1078666.3151111521
467,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1078249.5385833874
468,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1078926.724089663
469,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1078266.0304733478
470,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1077186.1170863106
471,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1076637.4054388623
472,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1076101.317213359
473,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1077199.7585261543
474,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1075753.3586955525
475,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1074619.8975670391
476,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1075487.656023968
477,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1077030.767554955
478,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1077553.8251513538
479,1054824.8592791902,1054970.3283212653,1057396.0931141053,1077303.5445748277,1076495.0865366114
480,1053788.4527589385,1054970.3283212653,1057396.0931141053,1077303.5445748277,1078517.8881015086
481,1054846.1853364338,1054970.3283212653,1057396.0931141053,1077303.5445748277,1077575.6107343878
482,1054846.1853364338,1054970.3283212653,1057396.0931141053,1077303.5445748277,1075845.1839100234
483,1054846.1853364338,1054970.3283212653,1057396.0931141053,1077303.5445748277,1074135.3210472146
484,1054846.1853364338,1054970.3283212653,1057396.0931141053,1077303.5445748277,1073497.8382389918
485,1054846.1853364338,1054970.3283212653,1057396.0931141053,1077303.5445748277,1074810.2669141127
486,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1074121.0687966316
487,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1073389.3175309808
488,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1073308.6905133966
489,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1072995.141000569
490,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1073128.5013453106
491,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1073593.3283178983
492,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1072295.1518933605
493,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1073235.8004318431
494,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1072226.537486982
495,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1073942.5084571836
496,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1073935.9931426314
497,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1074240.7877015292
498,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1073001.2491079618
499,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1071829.5105064537
500,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1071315.8186747239
501,1054169.788741104,1054970.3283212653,1057396.0931141053,1077303.5445748277,1071856.5897825614
502,1054169.788741104,1056194.5472699327,1057396.0931141053,1077303.5445748277,1073100.4040513039
503,1054169.788741104,1056376.9075978568,1057396.0931141053,1077303.5445748277,1073285.683308884
504,1054169.788741104,1057715.3522464326,1057396.0931141053,1077303.5445748277,1074645.5516180885
505,1055505.4369385256,1057404.7385010675,1057396.0931141053,1077303.5445748277,1074329.9660694634
506,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1073682.5066858325
507,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1073808.333698123
508,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1073432.07428273
509,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1074045.1246613818
510,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1073564.4166095727
511,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1073507.8148144
512,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1074323.2471513315
513,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1074630.2813496066
514,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1074428.9174092258
515,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1075704.6974399902
516,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1077061.5116954986
517,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1076562.2757179318
518,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1076846.0991081144
519,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1076607.2721090582
520,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1076134.30099328
521,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1074579.3804546671
522,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1074062.430965661
523,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1072326.0996374837
524,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1073332.919339388
525,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1073947.8021502574
526,1054559.5444435708,1057404.7385010675,1057396.0931141053,1077303.5445748277,1072532.7572709383
527,1053170.0457357992,1057404.7385010675,1057396.0931141053,1077303.5445748277,1071641.1771951774
528,1052294.5615859672,1057404.7385010675,1057396.0931141053,1077303.5445748277,1071361.8330837493
529,1052582.857576846,1057404.7385010675,1057396.0931141053,1077303.5445748277,1071934.7735571887
530,1054383.2080608003,1057404.7385010675,1059204.6762144915,1077303.5445748277,1073768.2237929106
531,1054383.2080608003,1057404.7385010675,1059204.6762144915,1077303.5445748277,1072560.2437542055
532,1053626.8809224549,1056646.2439671739,1058444.8905544402,1076530.7762864402,1072997.9914506855
533,1053626.8809224549,1056646.2439671739,1058993.9928527696,1076530.7762864402,1073554.6436377445
534,1054173.483723469,1057194.4131597895,1058993.9928527696,1077089.2612191527,1073014.0761334866
535,1053775.0274753268,1056794.8150614416,1058593.7145497082,1076682.1432707636,1073148.8617032864
536,1054315.8323680637,1056794.8150614416,1059136.9924271698,1076682.1432707636,1073699.609386532
537,1055014.580279382,1058037.9200337229,1059838.9355627445,1077948.6416551152,1074411.203897787
538,1055014.580279382,1057450.051682315,1059838.9355627445,1077948.6416551152,1073814.238201936
539,1054428.3917597868,1057450.051682315,1059250.0665288377,1077349.7104836768,1072012.753728236
540,1052659.429951677,1057450.051682315,1057473.0156379752,1075542.2947248472,1072677.9266233058
541,1053312.5943082655,1056739.5269651527,1058129.1667750059,1076209.6576638273,1071957.169950962
542,1052709.6118474542,1056739.5269651527,1057523.4270047934,1075593.5674820202,1072063.8582267554
543,1053098.871413502,1057130.276669594,1057523.4270047934,1075593.5674820202,1072460.2743965443
544,1053098.871413502,1057130.276669594,1057914.4665713066,1075991.288829493,1072170.3428989688
545,1052814.1741243124,1056449.5252584666,1057628.4674225058,1075700.4027489582,1071769.6510540047
546,1052011.4637197508,1056449.5252584666,1057233.2101719163,1075298.391648893,1071352.87452624
547,1052011.4637197508,1056449.5252584666,1056822.0863955154,1074880.242908124,1070836.5358479733
548,1052011.4637197508,1056449.5252584666,1056648.9605062834,1074362.2042141377,1071177.3682404885
549,1052011.4637197508,1056449.5252584666,1056648.9605062834,1074704.1587779126,1070146.7269197525
550,1050999.2630174728,1056449.5252584666,1055632.2978017689,1073670.1241292695,1070070.1719737637
551,1050924.0778210966,1056449.5252584666,1055556.7811725913,1073593.3171304767,1069984.658470265
552,1050840.0943570593,1056449.5252584666,1055472.427491063,1073507.5220786333,1069977.5323449736
553,1050833.095735056,1056449.5252584666,1055465.3980176023,1073500.37249098,1068178.6947178105
554,1049066.4435808435,1056449.5252584666,1054049.8629047181,1071695.612293279,1068542.5343148382
555,1049423.773224259,1056449.5252584666,1054049.8629047181,1072060.6498114783,1067224.8119466437
556,1049683.32212026,1056710.8117996694,1054310.5559490605,1072325.7973764604,1068806.8117613643
557,1049683.32212026,1057827.8218282773,1055425.028755728,1072325.7973764604,1069936.608025442
558,1049818.095583977,1057827.8218282773,1055425.028755728,1073459.3134304548,1068944.0405741213
559,1049818.095583977,1056846.4875537297,1054445.9235237034,1072463.4780072751,1067810.7830491876
560,1049818.095583977,1057048.3907901135,1054647.3681488768,1072668.364762034,1069148.2549646187
561,1049818.095583977,1057468.3012099508,1055066.324767134,1072668.364762034,1069572.9720319943
562,1050453.2491595182,1057687.918788111,1055285.4434970086,1073317.3430470477,1069795.1035375104
563,1050453.2491595182,1057687.918788111,1055285.4434970086,1073317.3430470477,1069664.5936428853
564,1050398.0705674975,1057632.3601707213,1055230.0110777186,1073260.9634415507,1069738.9089494972
565,1051132.9854380323,1058372.3365385646,1055968.30663319,1074011.8744191115,1070487.355708688
566,1051132.9854380323,1058372.3365385646,1055968.30663319,1074011.8744191115,1069754.790028718
567,1050413.6645174164,1057747.3020929298,1055344.6919161773,1073276.8968083216,1069855.166593539
568,1050512.226277801,1057747.3020929298,1055344.6919161773,1073377.603857271,1068120.2604904198
569,1048070.9734257605,1056032.03043069,1053633.3163916476,1071636.9856745193,1067368.9632811123
570,1048070.9734257605,1056613.584219237,1052892.209046792,1070883.2148618973,1068708.4712323411
571,1048795.3829127299,1057343.898218839,1054942.204350028,1072968.2388956193,1069447.1450197035
572,1049497.2294801767,1058051.465393205,1055648.1643275802,1073686.2617699734,1070162.8116025536
573,1049497.2294801767,1058051.465393205,1055648.1643275802,1073686.2617699734,1070158.1287202192
574,1049811.5129786576,1058368.3105517973,1055964.2897912122,1074007.7889404523,1070483.2836370927
575,1049890.1836892052,1058447.6224911145,1056043.4215781698,1074088.2728700384,1070563.5034475175
576,1049890.1836892052,1058447.6224911145,1056043.4215781698,1074088.2728700384,1070094.8080069143
577,1049430.5390808801,1057984.2314141898,1055581.0830665554,1073618.0342763648,1069936.2008182828
578,1049274.994706473,1058663.8179805225,1056259.1259923636,1073458.9048825891,1070782.1736921777
579,1050104.6312605958,1058663.8179805225,1056259.1259923636,1074307.6630740373,1070068.950352285
580,1049405.1807553992,1058335.7000589815,1055931.7533711942,1073592.091486879,1070450.299857172
581,1050113.2171503254,1058672.4738520724,1056267.7622026152,1074316.4468531546,1070790.9286461074
582,1050113.2171503254,1058672.4738520724,1056267.7622026152,1074316.4468531546,1070815.5646792583
583,1050567.0712748794,1059130.0272481847,1056724.2762933623,1074780.7615027726,1071253.7195828976
584,1052176.6260914337,1059130.0272481847,1058343.2644524085,1074780.7615027726,1072894.968039328
585,1053878.828648328,1062468.7780743681,1060055.4433453337,1078168.848954846,1074630.6885567661
586,1053878.828648328,1062468.7780743681,1060055.4433453337,1078168.848954846,1078991.470028026
587,1057883.4473557856,1066506.0376046912,1064357.079419078,1082543.9880509814,1078714.1619523955
588,1057883.4473557856,1066506.0376046912,1064083.5324804077,1082265.76695429,1086752.6348848266
589,1057883.4473557856,1066506.0376046912,1072012.9793861646,1090330.7061014809,1087595.1464978657
590,1057883.4473557856,1066506.0376046912,1072844.0639913168,1091175.991636069,1087462.804171023
591,1057883.4473557856,1066506.0376046912,1072713.516627047,1091043.213579645,1087659.4852290691
592,1057883.4473557856,1066506.0376046912,1072907.5300945619,1091240.542198884,1088240.3662421193
593,1057883.4473557856,1066506.0376046912,1073480.5326026578,1091823.335729619,1088610.5175501197
594,1057883.4473557856,1066506.0376046912,1075213.599073866,1092194.70573974,1089997.2615318522
595,1057883.4473557856,1066506.0376046912,1072569.5128421523,1090896.7491697127,1087316.8204043363
596,1057883.4473557856,1066506.0376046912,1072569.5128421523,1090896.7491697127,1086996.7555769566
