150,981110.063704195,981110.063704195,981110.063704195,981110.063704195,982092.155860055
151,981110.063704195,981110.063704195,981110.063704195,981110.063704195,984128.6519345131
152,981110.063704195,981110.063704195,981110.063704195,981110.063704195,984842.8409503227
153,981110.063704195,981110.063704195,981110.063704195,981110.063704195,984885.3026427992
154,981110.063704195,981110.063704195,981110.063704195,981110.063704195,985645.7832292301
155,981110.063704195,981110.063704195,981110.063704195,981110.063704195,985235.486718399
156,981110.063704195,981110.063704195,981110.063704195,981110.063704195,985760.513057137
157,981110.063704195,981110.063704195,981110.063704195,981110.063704195,984855.8292327273
158,981110.063704195,981110.063704195,981110.063704195,981110.063704195,985188.1960491311
159,981110.063704195,981110.063704195,981110.063704195,981110.063704195,983158.3606323163
160,981110.063704195,981110.063704195,981110.063704195,981110.063704195,981007.6342792744
161,981110.063704195,981110.063704195,981110.063704195,981110.063704195,980006.370919036
162,981110.063704195,981110.063704195,981110.063704195,981110.063704195,979948.9227468619
163,981110.063704195,981110.063704195,981110.063704195,981110.063704195,979400.0845570487
164,981110.063704195,981110.063704195,981110.063704195,981110.063704195,980317.5901474222
165,981110.063704195,981110.063704195,981110.063704195,981110.063704195,983258.1039805256
166,981110.063704195,981110.063704195,981110.063704195,981110.063704195,983484.2333075178
167,981110.063704195,981110.063704195,981110.063704195,981110.063704195,982410.5352954076
168,981110.063704195,981110.063704195,981110.063704195,981110.063704195,981849.2083725133
169,981110.063704195,981110.063704195,981110.063704195,981110.063704195,980547.8823854413
170,981110.063704195,981110.063704195,981110.063704195,981110.063704195,978998.7799340362
171,981110.063704195,981110.063704195,981110.063704195,981110.063704195,980783.5031495753
172,981110.063704195,981110.063704195,981110.063704195,981110.063704195,979570.4308762779
173,981110.063704195,981110.063704195,981110.063704195,981110.063704195,978506.3908177506
174,981110.063704195,981110.063704195,981110.063704195,981110.063704195,977346.9368384823
175,981110.063704195,981110.063704195,981110.063704195,981110.063704195,979156.3044873017
176,981110.063704195,981110.063704195,981110.063704195,981110.063704195,976640.9071282858
177,981110.063704195,981110.063704195,981110.063704195,981110.063704195,979522.9736905689
178,981110.063704195,981110.063704195,981110.063704195,981110.063704195,981553.3086567069
179,981110.063704195,981110.063704195,981110.063704195,981110.063704195,979809.7150021157
180,981110.063704195,981110.063704195,981110.063704195,981110.063704195,980516.0777451943
181,981110.063704195,981110.063704195,981110.063704195,981110.063704195,981665.3742215565
182,981110.063704195,981110.063704195,981110.063704195,981110.063704195,982551.5747210059
183,981110.063704195,981110.063704195,981110.063704195,981110.063704195,982181.242156035
184,981110.063704195,981110.063704195,981110.063704195,981110.063704195,979454.5354332833
185,981110.063704195,981110.063704195,981110.063704195,981110.063704195,976963.4494746657
186,981110.063704195,981110.063704195,981110.063704195,981110.063704195,975890.0844954378
187,981110.063704195,981110.063704195,981110.063704195,981110.063704195,974681.0086167264
188,981110.063704195,981110.063704195,981110.063704195,981110.063704195,974387.7731639773
189,981110.063704195,981110.063704195,981110.063704195,981110.063704195,975002.7183809008
190,981110.063704195,981110.063704195,981110.063704195,981110.063704195,972122.9830487929
191,981110.063704195,981110.063704195,981110.063704195,981110.063704195,970741.2296206772
192,981110.063704195,981110.063704195,981110.063704195,981110.063704195,972662.3298014642
193,981110.063704195,981110.063704195,981110.063704195,981110.063704195,972337.7892577914
194,981110.063704195,981110.063704195,981110.063704195,981110.063704195,973819.1195176753
195,981110.063704195,981110.063704195,981110.063704195,981110.063704195,970277.6478486992
196,981110.063704195,981110.063704195,981110.063704195,981110.063704195,971250.9364468355
197,981110.063704195,981110.063704195,981110.063704195,981110.063704195,968110.9359173133
198,981110.063704195,981110.063704195,981110.063704195,981110.063704195,966243.6205469966
199,981110.063704195,981110.063704195,981110.063704195,981110.063704195,960304.31212641
200,981110.063704195,981110.063704195,981110.063704195,981110.063704195,940685.178521444
201,981110.063704195,981110.063704195,981110.063704195,981110.063704195,917049.6683575303
